,loss,categorical_accuracy,precision,recall,val_loss,val_categorical_accuracy,val_precision,val_recall,lr
169,1.0067925453186035,0.6805555820465088,0.8242070078849792,0.5485555529594421,1.2364243268966675,0.6399999856948853,0.7808846235275269,0.5120000243186951,0.001
170,1.0197855234146118,0.6787777543067932,0.8222147822380066,0.543666660785675,1.408266305923462,0.5866666436195374,0.7447677254676819,0.48633334040641785,0.001
171,1.0045526027679443,0.6823333501815796,0.8299663066864014,0.5477777719497681,1.1963502168655396,0.6586666703224182,0.8138722777366638,0.543666660785675,0.001
172,1.0380865335464478,0.6731111407279968,0.8155778646469116,0.5410000085830688,1.4290668964385986,0.5953333377838135,0.7626236081123352,0.4883333444595337,0.001
173,1.0008273124694824,0.6781111359596252,0.8263342976570129,0.5487777590751648,1.2562932968139648,0.6399999856948853,0.7827380895614624,0.5260000228881836,0.001
174,0.9851385354995728,0.6878888607025146,0.8237327337265015,0.5561110973358154,1.2770627737045288,0.6476666927337646,0.7884517312049866,0.5143333077430725,0.001
175,0.977204442024231,0.6912222504615784,0.8305983543395996,0.5567777752876282,1.291794776916504,0.6173333525657654,0.7592124938964844,0.5013333559036255,0.001
176,0.9966474771499634,0.684333324432373,0.8258417844772339,0.5532222390174866,1.21510648727417,0.6566666960716248,0.8110883235931396,0.5266666412353516,0.001
177,0.9944286942481995,0.6811110973358154,0.8210873007774353,0.5537777543067932,1.3298102617263794,0.6140000224113464,0.7611640691757202,0.5056666731834412,0.001
178,0.9933169484138489,0.6813333630561829,0.8263393640518188,0.5535555481910706,1.4309468269348145,0.5870000123977661,0.7253414392471313,0.4779999852180481,0.001
179,0.9997327327728271,0.6827777624130249,0.8251991868019104,0.5523333549499512,1.3085733652114868,0.6393333077430725,0.7781726121902466,0.5109999775886536,0.001
180,0.9837769269943237,0.6881111264228821,0.8250246047973633,0.5590000152587891,1.9720726013183594,0.5600000023841858,0.6695402264595032,0.4659999907016754,0.001
181,0.9808251857757568,0.6913333535194397,0.8306037783622742,0.5578888654708862,1.6241449117660522,0.5540000200271606,0.7064515948295593,0.43799999356269836,0.001
182,0.9904382824897766,0.6812222003936768,0.8266135454177856,0.5535555481910706,1.3271771669387817,0.6269999742507935,0.7664670944213867,0.5120000243186951,0.001
183,0.976645290851593,0.6924444437026978,0.8258950710296631,0.5613333582878113,1.6770612001419067,0.5899999737739563,0.6987427473068237,0.4816666543483734,0.001
184,0.9834039807319641,0.683555543422699,0.826642632484436,0.5605555772781372,1.3430949449539185,0.6263333559036255,0.7597208619117737,0.5080000162124634,0.001
185,0.9881455302238464,0.6864444613456726,0.8294214606285095,0.5575555562973022,1.2701263427734375,0.6413333415985107,0.795040488243103,0.5236666798591614,0.001
186,0.9773539304733276,0.6940000057220459,0.824131190776825,0.5638889074325562,1.2405098676681519,0.6523333191871643,0.7939698696136475,0.5266666412353516,0.001
187,0.9852414131164551,0.6855555772781372,0.8322899341583252,0.5613333582878113,1.3292852640151978,0.6366666555404663,0.7720156311988831,0.5260000228881836,0.001
188,0.977744996547699,0.6890000104904175,0.8244212865829468,0.5618888735771179,1.3448981046676636,0.6183333396911621,0.7803227305412292,0.49966666102409363,0.001
189,0.9853273630142212,0.6883333325386047,0.8219020962715149,0.5578888654708862,1.36827552318573,0.6023333072662354,0.7456499338150024,0.4856666624546051,0.001
190,0.9512782096862793,0.6964444518089294,0.8287283778190613,0.5698888897895813,1.2312142848968506,0.6413333415985107,0.7921686768531799,0.5260000228881836,0.001
191,0.95230633020401,0.6970000267028809,0.8342692255973816,0.5777778029441833,1.1932038068771362,0.6620000004768372,0.8059194684028625,0.5536666512489319,0.001
192,0.9594208002090454,0.6980000138282776,0.8316525816917419,0.5681111216545105,1.2899208068847656,0.6290000081062317,0.7725213766098022,0.5116666555404663,0.001
193,0.9652100801467896,0.6919999718666077,0.82431560754776,0.5687777996063232,1.2426247596740723,0.6510000228881836,0.7958984375,0.5433333516120911,0.001
194,0.9623674154281616,0.6937777996063232,0.8250243067741394,0.5663333535194397,1.4555655717849731,0.6196666955947876,0.7412047982215881,0.512666642665863,0.001
195,0.959345817565918,0.6957777738571167,0.8262337446212769,0.5711110830307007,1.2719186544418335,0.6266666650772095,0.7733795046806335,0.5210000276565552,0.001
196,0.9465169310569763,0.6997777819633484,0.8360975384712219,0.5713333487510681,1.3276158571243286,0.6203333139419556,0.7577701210975647,0.5120000243186951,0.001
197,0.9601801037788391,0.7039999961853027,0.8325596451759338,0.5778889060020447,1.2651790380477905,0.637666642665863,0.7627538442611694,0.5133333206176758,0.001
198,0.9720343947410583,0.6919999718666077,0.8324922919273376,0.5682222247123718,1.2021633386611938,0.6629999876022339,0.7965368032455444,0.5519999861717224,0.001
199,0.9371947646141052,0.7002221941947937,0.8267931938171387,0.5712222456932068,1.2925218343734741,0.6346666812896729,0.783996045589447,0.5323333144187927,0.001
200,0.9300375580787659,0.7035555839538574,0.8370417952537537,0.5809999704360962,1.184207797050476,0.6623333096504211,0.7956937551498413,0.5543333292007446,0.001
201,0.9279164671897888,0.7072222232818604,0.8399744033813477,0.5832222104072571,1.3010224103927612,0.621666669845581,0.7516746520996094,0.5236666798591614,0.001
202,0.9288577437400818,0.6993333101272583,0.8298312425613403,0.5792222023010254,1.265705943107605,0.640999972820282,0.7731859683990479,0.5363333225250244,0.001
203,0.9698978066444397,0.6928889155387878,0.8238863348960876,0.5733333230018616,1.2633259296417236,0.637666642665863,0.7776141166687012,0.527999997138977,0.001
204,0.9634490013122559,0.6957777738571167,0.8260588645935059,0.5677777528762817,1.2709234952926636,0.6443333625793457,0.7861299514770508,0.5403333306312561,0.001
205,0.9404945969581604,0.695888876914978,0.8319625854492188,0.5732222199440002,1.194050908088684,0.6633333563804626,0.7923627495765686,0.5533333420753479,0.001
206,0.8988485336303711,0.7098888754844666,0.8463357090950012,0.596666693687439,1.3064254522323608,0.640333354473114,0.7769571542739868,0.5260000228881836,0.001
207,0.9519410729408264,0.7021111249923706,0.8217728137969971,0.5778889060020447,1.2579894065856934,0.6386666893959045,0.7697145342826843,0.5303333401679993,0.001
208,0.9127464294433594,0.710777759552002,0.8356837034225464,0.5860000252723694,1.1941776275634766,0.6669999957084656,0.8015303611755371,0.5586666464805603,0.001
